id	jobPlace	name	company	salary	education	jobRequirement	jobExperience
232	北京	数据分析师	北京超维知药科技有限公司	2万-3万	硕士	数据分析 数据挖掘 大数据分析 	3-5年
233	北京	数据分析师	北京字节跳动科技有限公司	2万-4万	本科		3-5年
234	北京	数据分析师[北京]	美林数据技术股份有限公司	8千-1.6万	本科	机器学习 人工智能 数据分析 Python 	1-3年
235	北京-朝阳区	产品运营数据分析师	完美世界(北京)软件有限公司	2万-3万	本科	数据分析 SQL 游戏数据分析 	3-5年
236	北京-大兴区	数据分析师	中企动力科技股份有限公司	2万-3万	本科	电商数据运营 行业数据分析 数据仓库建模 推广数据运营 	3-5年
237	北京	数据分析师	网舟联合科技（北京）有限公司	8千-1.3万	本科	数据分析 Python SQL 数据采集 大数据分析 	1-3年
238	北京	数据分析师	北京字节跳动科技有限公司	3万-5万	本科		不限
239	北京	管培生-数据分析师方向	北京当代金融培训有限公司	4千-6千	本科	数据分析 Python SQL 大数据分析 爬虫 深度学习 	不限
240	北京	数据分析师	智联招聘	7千-1万	本科	SQL Hive Tableau 	1-3年
241	北京-朝阳区	数据分析师	阅文集团	2.5万-4.5万	本科	数据分析 Python SQL 	5-10年
242	北京-朝阳区	数据分析师	阳光财产保险股份有限公司3	2万-3万	本科	数据分析 	5-10年
243	北京	数据分析师 - 增长方向	北京字节跳动科技有限公司	1万-2万	本科		1-3年
244	北京	数据分析师(J210115039)	北京嘀嘀无限科技发展有限公司	3万-5万	本科		5-10年
245	北京-平谷区	数据分析师	北京市华都峪口禽业有限责任公司	8千-1万	本科	数据分析 数据挖掘 大数据分析 	不限
246	北京-朝阳区	数据分析师	智联招聘	1.5万-2.5万	本科	SQL Hive 数据分析 	1-3年
247	北京	数据分析师	网舟联合科技（北京）有限公司	7千-1万	本科	数据分析 数据运营 Python SPSS 数据清洗 SQL 	3-5年
248	北京	数据分析师	北京字节跳动科技有限公司	2.5万-5万	本科		3-5年
249	北京-海淀区	资深数据分析师-产品技术中心 (MJ006569)	搜狐视频	1.2万-2.4万	本科	需求分析 数据分析 	3-5年
250	北京	数据分析师	德必碁生物科技(厦门)有限公司	6千-1万	本科	数据分析 	1-3年
251	北京	高级数据分析师（北京） (MJ000047)	百融云创	1.5万-3万	硕士	机器学习 强化学习 数据分析 	1-3年
252	北京-朝阳区	数据分析师（研发技术部）	中国交通通信信息中心	1.5万-2万	本科	需求分析 	不限
253	北京	用户增长数据分析师	北京字节跳动科技有限公司	1.5万-3万	本科		不限
254	北京	数据分析师	中科天玑数据科技股份有限公司	1.5万-2万	本科	数据分析 数据建模 数据挖掘 Python 	3-5年
255	北京-昌平区	环保数据分析师	中国节能	面议	本科	环境工程 环境评估 	1-3年
256	北京	R语言数据分析师	赛思天成	8千-1.6万	本科		1-3年
257	北京	数据分析师	北京华御数观科技有限公司	1.5万-2.5万	本科	信息安全 	3-5年
258	北京	高级数据分析师—西瓜视频	北京字节跳动科技有限公司	1.5万-3万	本科		不限
259	北京-朝阳区	数据分析师/bi方向	北京互连众信科技有限公司	1.2万-2万	本科	BI 	1-3年
260	北京	数据分析师	智联招聘(靠谱工作视频见)	1千以下	学历不限	Tableau 数据分析 	不限
261	北京	高级数据分析师	大家保险集团有限责任公司	面议	本科	SQL R SAS SPSS Python 	5-10年
262	北京	数据分析师	中国舰船研究院(中国船舶重工集团公司第七研究院)	1.5万-2.5万	硕士	数据分析 数据挖掘 Hive 	3-5年
263	北京	高级数据分析师—直播方向	北京字节跳动科技有限公司	1.5万-3万	本科		不限
264	北京	数据分析师	北京法伯宏业科技发展有限公司	1万-2万	本科		1-3年
265	北京-朝阳区	数据分析师（汽车行业）	狮桥融资租赁（中国）有限公司	1.5万-2万	本科	数据分析 数据建模 BI SQL 数据中台 	1-3年
266	北京	11415Y-高级/资深数据分析师	平安科技	面议	硕士		1-3年
267	北京-朝阳区	数据分析师	北京数字一百市场咨询有限公司	1.5万-2万	本科	Tableau BI Python SQL 	3-5年
268	北京	数据分析师	北京字节跳动科技有限公司	1.5万-3万	本科		3-5年
269	北京-朝阳区	数据分析师(JPR51)	北京乐我无限科技有限责任公司	1.5万-3万	本科	SQL 行业数据分析 数据仓库建模 	3-5年
270	北京	数据分析师	和隆优化	1.2万-2.4万	本科	数据挖掘 数据处理 数据建模 数据清洗 大数据分析 Python 	1-3年
271	北京-海淀区	数据分析师（编辑方向）	北京纳人国际咨询有限公司	8千-1万	硕士	熟练操作WORD 大数据分析 	1-3年
272	北京-朝阳区	风控/反欺诈 数据分析师	恒昌利通	1.5万-2.5万	本科	反欺诈 数据分析 SQL Python 风控策略 	1-3年
273	北京	数据分析师	北京字节跳动科技有限公司	2万-4万	本科		3-5年
274	北京-海淀区	高级数据分析师（42501）	汽车之家	2.5万-3.5万	本科	Hive SQL SPSS 	5-10年
275	北京	数据分析师实习岗位（包食宿）	深圳虹食汇新零售科技有限公司	6千-8千	大专	无 	不限
276	北京-朝阳区	高级数据分析师	北京美兰德媒体传播策略咨询有限公司	1.2万-1.5万	本科	行业数据分析 	3-5年
277	北京-东城区	Advanced Analytics-高级数据分析师	IQVIA艾昆纬	1.5万-2.5万	本科	数据分析 数据建模 Python R语言 模型设计 	3-5年
278	北京	数据分析师-抖音/今日头条/西瓜视频	北京字节跳动科技有限公司	1.5万-3万	本科		1-3年
279	北京-海淀区	数据分析师	深圳市中电合信科技股份有限公司	6千-1.2万	本科	数据挖掘 数据采集 需求分析 	3-5年
280	北京	数据分析与管理部数据分析师	北京师范大学中国基础教育质量监测协同创新中心	8千-1万	硕士	数据分析 SPSS 数据挖掘 	不限
281	北京-朝阳区	数据分析师（建模方向）	狮桥融资租赁（中国）有限公司	8千-1.2万	本科	数据分析 数据挖掘 数据建模 SQL 	3-5年
282	北京-东城区	数据分析师(J15359)	美菜网	1.4万-1.8万	本科	Python SQL 需求分析 数据采集 	3-5年
283	北京	系统数据分析师	北京字节跳动科技有限公司	2万-4万	本科		不限
284	北京	数据分析师	优捷信达	8千-1万	本科	数据统计分析 市场营销 powerpoint/ppt 	1-3年
285	北京	高级数据分析师	戎易商智(北京)科技有限公司	7.5千-1.5万	本科	数据分析 项目经理 	3-5年
286	北京	数据分析师（业务方向）	车好多(全国)	2万-3万	本科	SQL 数据分析 商业分析 	3-5年
287	北京	数据分析师实习生	智联招聘	2千-4千	本科	数据分析 SQL Python 	不限
288	北京	高级数据分析师—搜索	北京字节跳动科技有限公司	1.5万-3万	本科		不限
289	北京	数据分析师	达佳互联信息技术	1.5万-2万	本科	行业数据分析 	5-10年
290	北京-丰台区	数据分析师	值得买科技	1万-1.5万	本科	用户拉新增长 SQL Python 数据可视化 用户行为分析 	1-3年
291	北京	医疗数据分析师	众保健康科技服务(山东)有限公司	1万-2万	本科	图像处理 人工智能 数据分析 人身险 	3-5年
292	北京	遗传病数据分析师	北京贝康医学检验所有限公司	9千-1.4万	硕士	医学 遗传 医学检验 生物 	1-3年
293	北京	数据分析师	北京字节跳动科技有限公司	1.5万-3万	本科		3-5年
294	北京	数据分析师（瓜子二手车运营）15229	车好多(全国)	3万-5万	本科	行业分析 商业分析 数据建模 数据挖掘 	3-5年
295	北京-西城区	BI数据分析师【北京联通（集团）】	北京资采信息技术有限公司	1万-1.5万	本科	数据库 数据分析 需求分析 BI 	1-3年
296	北京-朝阳区	高级数据分析师	美团（中国大陆地区）	面议	本科	数据分析 	3-5年
297	北京	数据分析师（证劵方向）	深圳虹食汇新零售科技有限公司	6千-8千	大专	无 	不限
298	北京	高级数据分析师	北京字节跳动科技有限公司	2万-4万	本科		5-10年
299	北京	游戏数据分析师-游戏运营 Python优先	北京锐我科技有限公司	8千-1.2万	本科	游戏数据运营 Python 	1-3年
300	北京	数据分析师-云听APP	央广新媒体文化传媒(北京)有限公司	1.6万-2.5万	本科	数据分析 模型设计 机器学习 	3-5年
301	北京	线上运营官/数据分析师/线上督导	北京链家置地房地产经纪有限公司	8千-1万	本科	物流管理 教育渠道销售 商务知识 数据统计分析 互联网行业 	3-5年
302	北京-朝阳区	高级数据分析师(J12284)	北京五八信息技术有限公司	1.5万-2万	本科		5-10年
303	北京	高级数据分析师	北京字节跳动科技有限公司	1.5万-3万	本科		3-5年
304	北京	数据分析师	北京鼎泰智源科技有限公司	1万-1.5万	本科	SQL 数据库 	3-5年
305	北京	高级数据分析师	四达时代集团	2万-3万	硕士		3-5年
306	北京	高级数据分析师	智联招聘	3万-5万	本科	产品设计 数据分析 数据挖掘 数据仓库 机器学习 	5-10年
307	北京	医学数据分析师	北京嘉和美康信息技术有限公司	6千-8千	本科	数据采集 	1-3年
308	北京	资深数据分析师	北京字节跳动科技有限公司	2万-3万	本科		3-5年
309	北京	数据分析师（汽车行业）	北京与车行信息技术有限公司	1万-1.5万	本科	行业分析 数据分析 需求分析 	3-5年
310	北京	【自动驾驶】数据分析师	北京智能车联产业创新中心有限公司	1万-1.5万	本科	解决方案 数据分析 需求分析 	1-3年
311	北京-朝阳区	策略分析专员/数据分析师+宜信直招+六险一金	普信恒业科技发展(北京)有限公司	1万-1.5万	大专	需求分析 数据分析 策略分析 需求报告撰写 	1-3年
312	北京-海淀区	风控建模与数据分析师	慧算账	2万-3万	本科	建模 	1-3年
313	北京	高级数据分析师-广告	北京字节跳动科技有限公司	2万-4万	本科		不限
314	北京	广告数据分析师	北京趣加科技有限公司	2万-3万	硕士	需求分析 数据挖掘 行业分析 商业分析 数据采集 数据建模 	5-10年
315	北京	数据分析师(J10518)	随行付	1.5万-2.5万	本科	SQL excel Hive Python R、SAS 	1-3年
316	北京	用户中心数据分析师	北京寺库商贸有限公司	3万-5万	本科	用户研究 社会学 统计学 统计软件 	5-10年
317	北京	数据分析师/数据建模师	北京数信互融科技发展有限公司	1.5万-2万	硕士	Python SQL 	1-3年
318	北京	高级数据分析师—今日头条	北京字节跳动科技有限公司	1.5万-3万	本科		不限
319	北京	医学数据分析师	悦优博迈	1.2万-2万	硕士	流行病学 生物统计学 SPSS SAS 卫生统计学 医学统计学 	1-3年
320	北京	高级数据分析师（研究方向）	北京龙盾数据有限公司	1万-2万	硕士	数据处理 数据分析 SQL 	5-10年
321	北京-顺义区	行业研究员/数据分析师	北京富吉瑞光电科技股份有限公司	8千-1万	本科	行业分析 商业分析 数据分析 英文翻译 撰写报告 	不限
322	北京	数据分析师——增长方向	北京回旋加速网络科技有限公司	2万-4万	本科	机器学习 广告 算法 大数据 	3-5年
323	北京	高级数据分析师—教育方向	北京字节跳动科技有限公司	1.5万-3万	本科		不限
324	北京	高级数据分析师（环保大气方向）	蛙鸣华清	1.5万-2.5万	硕士	数据分析 大气污染 	1-3年
325	北京	商业营销-商业数据分析师（派遣）-03887	搜狗公司	6千-7千	本科	数据分析 	1-3年
326	北京	数据分析师-Data-直播/电商/教育/搜索	北京字节跳动科技有限公司	1.5万-3万	本科		1-3年
327	北京	数据分析师/助理	北京融海新程科技有限公司	7千-1.4万	大专	行业分析 数据分析 	1-3年
328	北京-海淀区	数据分析师	百通世纪	1万-1.5万	本科	数据分析 需求分析 SQL SPSS 	1-3年
329	北京	汽车数据分析师	北京字节跳动科技有限公司	2.6万-4万	本科		3-5年
330	成都-高新区	数据分析师	 北京世纪安图数码科技发展有限责任公司 	4千-6千	本科	数据分析 	1-3年
331	成都-高新区	数据分析师	中电万维信息技术有限责任公司	8千-1.6万	本科	数据分析 	3-5年
332	成都	数据分析师	成都碧优缇科技有限公司	1.2万-1.5万	本科	数据分析 BI 	3-5年
333	成都	数据分析师（应届生）	四川中环众合环境科技有限公司	6千-8千	硕士	环境工程 监测平台 大气管控 污染成因分析 数据分析 	不限
334	成都	数据分析师	成都易训企业管理咨询有限公司	5千-8千	本科	大数据分析 SQL Python 数据分析 	1-3年
335	成都-锦江区	数据分析师	四川小龙坎控股集团有限公司	7千-1.3万	大专	数据分析 数据清洗 BI SQL 商业数据分析 回归分析 	1-3年
336	成都-高新区	数据分析师	成都路行通信息技术有限公司	1.4万-2万	硕士	数据分析 数据挖掘 Python 数据建模 大数据分析 回归分析 	3-5年
337	成都	数据分析师	成都长益西联软件有限公司	7千-1万	本科	数据挖掘 数据分析 Python SQL ETL Tableau BI 大数据平台 	1-3年
338	成都-金牛区	业务分析师/数据分析师	成都比昂科技有限公司	6千-8千	大专	数据分析 行业分析 需求分析 	1-3年
339	成都-金牛区	数据分析师	新绿色药业	8千-1.2万	硕士	数据分析 数据挖掘 	1-3年
340	成都	数据分析师	绎达咨询(成都)股份有限公司	5千-9千	本科	Tableau 数据分析 Python 数据建模 数据采集 	1-3年
341	成都-金牛区	数据分析师	成都积微物联集团股份有限公司	1万-1.5万	本科	Python Tableau 数据中台 聚类 MATLAT 	1-3年
342	成都-武侯区	数据分析师（成都）	成都鹏业软件股份有限公司	5千-8千	大专	数据分析 需求分析 	1-3年
